grupo,region,municipio,trabajo,actividad,cumple
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Valdivia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Valdivia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Movimiento de redes,Red Secundaria,NO
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 2 Zona Sur,Suroeste,Caramanta,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Suroeste,Caramanta,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Bajo Cauca,Valdivia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Caramanta,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Caramanta,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Oriente,Abejorral,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Metro Sur,La Estrella,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Guatapé,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Movimiento de redes,Red Secundaria,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Carmen de Viboral,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Oriente,El Carmen de Viboral,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Carmen de Viboral,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Arboletes,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Riosucio,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Mutatá,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Arboletes,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Urabá,Arboletes,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,NO
Grupo 1 Zona Norte,Urabá,Riosucio,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,NO
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Urabá,Carepa,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,NO
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Cisneros,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Cisneros,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,NO
Grupo 2 Zona Sur,Occidente,Dabeiba,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,NO
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Cañasgordas,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,MG - Mantenimiento General,NO
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Marinilla,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Salgar,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Andes,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Andes,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Cisneros,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Occidente,Urrao,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Támesis,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,La Estrella,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Caldas,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,La Estrella,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Támesis,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Suroeste,Támesis,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Liborina,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Sopetrán,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Toledo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Movimiento de redes,Red Secundaria,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Movimiento de redes,Red Secundaria,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Caicedo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 1,NO
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Occidente,San Jerónimo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Occidente,Urrao,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Movimiento de redes,Red Secundaria,NO
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Urrao,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Occidente,Buriticá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Carolina del Príncipe,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santa Rosa de Osos,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santa Rosa de Osos,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Guadalupe,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Cisneros,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,San Roque,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Maceo,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Oriente,Guarne,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Caramanta,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Caramanta,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Valparaíso,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
